Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,ALL_SKIN_TYPES_COUNT,Suitable_For_All_Skin
Treatment,BELIF,BELIF BHA Liquid Exfoliant #380,86.4,4.1,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Eye Cream,SUNDAY RILEY,SUNDAY RILEY Autocorrect Brightening Eye Cream #381,51.33,4.1,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Cleanser,LA MER,LA MER Kalie Squalane Cleanser #382,166.39,3.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,0,1,0,0,1,No
Face Mask,DERMALOGICA,DERMALOGICA Babyfacial AHA/BHA Mask #383,54.85,3.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Eye Cream,LANCÔME,LANCÔME Concentrate Eye Cream #384,87.08,4.3,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Moisturizer,SHISEIDO,SHISEIDO C-Firma Fresh Day Serum #385,100.88,4.2,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,0,0,0,1,No
Cleanser,DERMALOGICA,DERMALOGICA Green Clean Makeup Mending Cleansing Balm #386,58.12,4.2,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Cleanser,SEPHORA COLLECTION,SEPHORA COLLECTION Micellar Cleansing Water #387,21.09,3.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Moisturizer,ESTÉE LAUDER,ESTÉE LAUDER C-Firma Fresh Day Serum #388,102.06,3.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,1,1,1,4,No
Sun Protect,KORA ORGANICS,KORA ORGANICS Hydro UV Defense SPF 50 #389,95.35,4.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,1,4,No
Eye Cream,SHISEIDO,SHISEIDO Avocado Melt Retinol Eye Cream #390,107.65,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,0,1,1,3,No
Eye Cream,CLINIQUE,CLINIQUE Avocado Melt Retinol Eye Cream #391,38.24,3.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,0,0,3,No
Treatment,FARMACY,FARMACY BHA Liquid Exfoliant #392,59.66,3.9,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,0,0,0,1,No
Sun Protect,DRAUNK ELEPHANT,DRAUNK ELEPHANT Unseen Sunscreen SPF 40 #393,44.96,3.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,1,4,No
Cleanser,SHISEIDO,SHISEIDO Gentle Skin Cleanser #394,68.43,4.0,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,0,1,3,No
Eye Cream,MARIO BADESCU,MARIO BADESCU Avocado Melt Retinol Eye Cream #395,38.67,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,0,3,No
Face Mask,SUNDAY RILEY,SUNDAY RILEY Water Sleeping Mask #396,56.53,3.6,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Face Mask,DRUNK ELEPHANT,DRUNK ELEPHANT Charcoal Pore Minimizing Mask #397,69.7,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,1,4,No
Treatment,DRUNK ELEPHANT,DRUNK ELEPHANT Hyaluronic Acid 2% + B5 #398,43.74,4.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,0,0,2,No
Face Mask,PAULA'S CHOICE,PAULA'S CHOICE Charcoal Pore Minimizing Mask #399,31.21,4.3,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,0,1,1,1,3,No
Eye Cream,KORA ORGANICS,KORA ORGANICS Banana Bright Eye Crème #400,68.7,4.0,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Face Mask,SHISEIDO,SHISEIDO Superberry Hydrate + Glow Dream Mask #401,97.53,4.0,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Cleanser,MURAD,MURAD Micellar Cleansing Water #402,45.82,3.9,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,1,0,1,3,No
Sun Protect,FRESH,FRESH Unseen Sunscreen SPF 40 #403,42.44,4.0,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,1,4,No
Cleanser,MARIO BADESCU,MARIO BADESCU Foaming Facial Cleanser #404,31.58,3.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,0,3,No
Sun Protect,TATCHA,TATCHA Mineral Mattescreen SPF 30 #405,280.68,4.1,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,0,0,3,No
Sun Protect,DRUNK ELEPHANT,DRUNK ELEPHANT City Sunscreen Serum #406,44.58,3.4,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,0,1,1,3,No
Face Mask,LANCÔME,LANCÔME Clay Detox Mask #407,25.32,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,0,3,No
Eye Cream,LANCÔME,LANCÔME Avocado Melt Retinol Eye Cream #408,103.96,4.3,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Treatment,FARMACY,FARMACY Resurfacing Serum #409,99.35,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,0,3,No
Treatment,DERMALOGICA,DERMALOGICA Niacinamide 10% + Zinc 1% #410,101.1,4.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,0,3,No
Sun Protect,PAULA'S CHOICE,PAULA'S CHOICE City Sunscreen Serum #411,59.47,3.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,1,4,No
Face Mask,IT COSMETICS,IT COSMETICS Jet Lag Mask #412,71.69,3.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,0,0,3,No
Face Mask,LANCÔME,LANCÔME Water Sleeping Mask #413,87.25,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Moisturizer,FARMACY,FARMACY The Water Cream #414,82.12,4.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,0,3,No
Face Mask,HERBIVORE,HERBIVORE Babyfacial AHA/BHA Mask #415,39.73,4.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,1,4,No
Eye Cream,KORA ORGANICS,KORA ORGANICS Avocado Melt Retinol Eye Cream #416,104.81,3.4,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,0,1,1,3,No
Treatment,LA MER,LA MER Luna Sleeping Night Oil #417,290.49,4.0,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,0,0,2,No
Cleanser,HERBIVORE,HERBIVORE Micellar Cleansing Water #418,106.43,3.9,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,0,3,No
Treatment,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Resurfacing Serum #419,62.76,4.3,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,1,4,No
Face Mask,LANCÔME,LANCÔME Water Sleeping Mask #420,92.8,4.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,1,0,3,No
Sun Protect,KORA ORGANICS,KORA ORGANICS Defense Refresh Setting Mist #421,85.97,4.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,0,3,No
Moisturizer,ESTÉE LAUDER,ESTÉE LAUDER The True Cream Aqua Bomb #422,64.98,4.3,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,0,3,No
Treatment,SK-II,SK-II Hyaluronic Acid 2% + B5 #423,130.16,4.7,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Sun Protect,TULA,TULA UV Clear Broad-Spectrum #424,90.63,4.1,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,0,0,0,0,0,No
Sun Protect,IT COSMETICS,IT COSMETICS UV Clear Broad-Spectrum #425,78.29,4.3,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,0,3,No
Treatment,CAUDALIE,CAUDALIE Resurfacing Serum #426,76.06,4.0,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,0,0,2,No
Moisturizer,CLINIQUE,CLINIQUE Ultra Facial Cream #427,80.93,4.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Moisturizer,SUNDAY RILEY,SUNDAY RILEY Honeymoon Glow AHA #428,71.17,3.4,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,0,1,4,No
Sun Protect,BIOSSANCE,BIOSSANCE City Sunscreen Serum #429,43.72,4.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Sun Protect,OLEHENRIKSEN,OLEHENRIKSEN City Sunscreen Serum #430,98.32,4.1,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,1,4,No
Sun Protect,KORA ORGANICS,KORA ORGANICS Defense Refresh Setting Mist #431,79.02,4.2,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,1,1,0,3,No
Treatment,DRAUNK ELEPHANT,DRAUNK ELEPHANT Resurfacing Serum #432,37.39,3.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,1,4,No
Sun Protect,LANEIGE,LANEIGE UV Clear Broad-Spectrum #433,49.77,4.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,0,1,4,No
Eye Cream,KORA ORGANICS,KORA ORGANICS Avocado Melt Retinol Eye Cream #434,45.49,4.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,1,4,No
Face Mask,THE ORDINARY,THE ORDINARY Clay Detox Mask #435,18.47,4.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,0,3,No
Moisturizer,GLOW RECIPE,GLOW RECIPE Protini Polypeptide Cream #436,48.91,4.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,0,0,0,0,0,No
Moisturizer,SEPHORA COLLECTION,SEPHORA COLLECTION Crème de la Mer #437,21.55,3.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,1,4,No
Cleanser,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Gentle Skin Cleanser #438,25.27,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Treatment,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Retinol Reform #439,28.82,4.6,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,1,4,No
Moisturizer,FARMACY,FARMACY Ultra Facial Cream #440,57.09,4.9,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,1,0,3,No
Face Mask,BIOSSANCE,BIOSSANCE Sheet Mask Hydrating #441,106.66,4.8,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Cleanser,MURAD,MURAD Soy Face Cleanser #442,98.27,3.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Treatment,FARMACY,FARMACY Hyaluronic Acid 2% + B5 #443,91.87,3.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,0,3,No
Cleanser,LANEIGE,LANEIGE Green Clean Makeup Mending Cleansing Balm #444,82.99,3.9,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,0,1,4,No
Cleanser,LANEIGE,LANEIGE Special Cleansing Gel #445,51.24,4.2,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Treatment,CLINIQUE,CLINIQUE Resurfacing Serum #446,101.29,4.1,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,0,0,3,No
Treatment,DERMALOGICA,DERMALOGICA Resurfacing Serum #447,98.62,4.3,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Treatment,KATE SOMERVILLE,KATE SOMERVILLE Vitamin C Brightening Serum #448,63.05,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,0,3,No
Treatment,SUNDAY RILEY,SUNDAY RILEY Hyaluronic Acid 2% + B5 #449,40.33,4.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,0,3,No
Moisturizer,BELIF,BELIF C-Firma Fresh Day Serum #450,80.66,3.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Cleanser,BELIF,BELIF Soy Face Cleanser #451,73.11,4.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,0,1,1,0,2,No
Eye Cream,SUNDAY RILEY,SUNDAY RILEY Banana Bright Eye Crème #452,104.0,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Treatment,TATCHA,TATCHA Resurfacing Serum #453,248.42,4.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Eye Cream,BIOSSANCE,BIOSSANCE Autocorrect Brightening Eye Cream #454,40.61,4.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Sun Protect,KORA ORGANICS,KORA ORGANICS Unseen Sunscreen SPF 40 #455,38.35,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,1,0,3,No
Eye Cream,ORIGINS,ORIGINS Concentrate Eye Cream #456,59.46,4.3,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Treatment,SUPERGOOP!,SUPERGOOP! Niacinamide 10% + Zinc 1% #457,106.54,3.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,1,5,Yes
Treatment,PAULA'S CHOICE,PAULA'S CHOICE BHA Liquid Exfoliant #458,97.59,3.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Treatment,SEPHORA COLLECTION,SEPHORA COLLECTION Retinol Reform #459,10.97,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,1,4,No
Eye Cream,ESTÉE LAUDER,ESTÉE LAUDER Peptide Eye Complex #460,30.64,3.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Sun Protect,BIOSSANCE,BIOSSANCE Unseen Sunscreen SPF 40 #461,91.09,4.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,0,3,No
Sun Protect,LA MER,LA MER Hydro UV Defense SPF 50 #462,320.45,4.0,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,0,1,1,0,3,No
Cleanser,TATCHA,TATCHA Foaming Facial Cleanser #463,376.6,4.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,1,4,No
Cleanser,CLINIQUE,CLINIQUE Kalie Squalane Cleanser #464,31.1,4.3,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,0,1,1,1,3,No
Sun Protect,CLINIQUE,CLINIQUE Mineral Mattescreen SPF 30 #465,65.36,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Face Mask,ORIGINS,ORIGINS Sheet Mask Hydrating #466,103.48,3.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Treatment,OLEHENRIKSEN,OLEHENRIKSEN Luna Sleeping Night Oil #467,90.19,3.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,0,1,0,2,No
Cleanser,MURAD,MURAD Gentle Skin Cleanser #468,89.17,4.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,1,5,Yes
Treatment,FARMACY,FARMACY Resurfacing Serum #469,62.71,3.4,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Sun Protect,SK-II,SK-II UV Clear Broad-Spectrum #470,264.07,4.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Sun Protect,HERBIVORE,HERBIVORE Unseen Sunscreen SPF 40 #471,63.99,4.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,0,1,1,1,3,No
Treatment,BIOSSANCE,BIOSSANCE BHA Liquid Exfoliant #472,108.26,4.2,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,0,1,0,2,No
Cleanser,TULA,TULA Micellar Cleansing Water #473,72.22,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,1,4,No
Sun Protect,FRESH,FRESH Unseen Sunscreen SPF 40 #474,53.82,3.9,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Face Mask,SK-II,SK-II Clay Detox Mask #475,370.24,3.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,1,1,0,3,No
Face Mask,THE ORDINARY,THE ORDINARY Clay Detox Mask #476,9.29,4.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,0,3,No
Eye Cream,KATE SOMERVILLE,KATE SOMERVILLE Peptide Eye Complex #477,92.81,4.7,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,0,0,3,No
Moisturizer,KATE SOMERVILLE,KATE SOMERVILLE The Water Cream #478,39.84,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,0,1,0,2,No
Face Mask,HERBIVORE,HERBIVORE Water Sleeping Mask #479,91.0,3.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,0,0,2,No
Sun Protect,SK-II,SK-II City Sunscreen Serum #480,118.05,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,0,1,1,1,3,No
Face Mask,CLINIQUE,CLINIQUE Water Sleeping Mask #481,40.62,3.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,0,3,No
Moisturizer,GLOW RECIPE,GLOW RECIPE Honeymoon Glow AHA #482,98.57,4.1,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",0,1,0,1,1,3,No
Eye Cream,BIOSSANCE,BIOSSANCE Peptide Eye Complex #483,50.91,4.3,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,0,1,1,4,No
Cleanser,KORA ORGANICS,KORA ORGANICS Foaming Facial Cleanser #484,108.61,3.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Treatment,CAUDALIE,CAUDALIE Niacinamide 10% + Zinc 1% #485,38.32,3.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,1,1,4,No
Cleanser,KATE SOMERVILLE,KATE SOMERVILLE Gentle Skin Cleanser #486,57.8,3.9,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,1,5,Yes
Treatment,ORIGINS,ORIGINS Retinol Reform #487,85.78,3.6,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,0,1,1,0,2,No
Face Mask,BIOSSANCE,BIOSSANCE Jet Lag Mask #488,90.07,4.8,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,1,4,No
Face Mask,FIRST AID BEAUTY,FIRST AID BEAUTY Superberry Hydrate + Glow Dream Mask #489,86.79,4.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,0,1,4,No
Eye Cream,SHISEIDO,SHISEIDO Banana Bright Eye Crème #490,63.44,4.7,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,0,1,4,No
Face Mask,DRAUNK ELEPHANT,DRAUNK ELEPHANT Babyfacial AHA/BHA Mask #491,30.83,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,0,0,3,No
Moisturizer,OLEHENRIKSEN,OLEHENRIKSEN Crème de la Mer #492,36.5,3.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,1,4,No
Face Mask,GLOW RECIPE,GLOW RECIPE Water Sleeping Mask #493,81.8,4.3,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Treatment,ORIGINS,ORIGINS Vitamin C Brightening Serum #494,101.19,4.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,0,0,1,2,No
Sun Protect,HERBIVORE,HERBIVORE City Sunscreen Serum #495,69.33,4.2,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Sun Protect,CAUDALIE,CAUDALIE UV Clear Broad-Spectrum #496,76.36,3.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,1,4,No
Cleanser,PAULA'S CHOICE,PAULA'S CHOICE Superfood Antioxidant Cleanser #497,108.22,3.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,1,4,No
Moisturizer,IT COSMETICS,IT COSMETICS Lala Retro Whipped Cream #498,72.2,4.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,0,3,No
Treatment,TULA,TULA Vitamin C Brightening Serum #499,89.96,3.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,0,0,3,No
Treatment,IT COSMETICS,IT COSMETICS Niacinamide 10% + Zinc 1% #500,102.79,4.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Face Mask,DRAUNK ELEPHANT,DRAUNK ELEPHANT Sheet Mask Hydrating #501,28.82,4.2,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Moisturizer,SEPHORA COLLECTION,SEPHORA COLLECTION The True Cream Aqua Bomb #502,19.61,3.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
